98922941 function calls (84103311 primitive calls) in 94.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nested_tensor.py:323(ViewBufferFromNested)
        1    0.000    0.000    0.000    0.000 __init__.py:434(Stripper)
        1    0.000    0.000    0.000    0.000 decorators.py:367(_DimRange)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:129(GenericContextWrappingVariable)
        3    0.000    0.000    0.000    0.000 backend_bases.py:2764(set_window_title)
        1    0.000    0.000    0.000    0.000 carcassonne_game_state.py:34(<listcomp>)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:244(ExportOptions)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:1702(udivisor_sigma)
        1    0.000    0.000    0.000    0.000 partitioners.py:103(MinCutOptions)
        1    0.000    0.000    0.000    0.000 map.py:157(MapAutogradOp)
        1    0.000    0.000    0.000    0.000 mpelements.py:44(MPContext)
        1    0.000    0.000    0.000    0.000 hyper.py:890(HyperRep_power2)
        1    0.000    0.000    0.000    0.000 polynomials.py:561(chebyshevu)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:709(BytecodeDistpatchTableMeta)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1347(ReduceOrder)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2961(add)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:94(LoggingTensorReentrant)
        3    0.000    0.000    0.000    0.000 multiarray.py:978(ravel_multi_index)
        1    0.000    0.000    0.000    0.000 factorials.py:383(factorial2)
        1    0.000    0.000    0.000    0.000 tools.py:38(typed)
        1    0.000    0.000    0.000    0.000 basic.py:469(__eq__)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:640(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 equality.py:161(GreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 output_graph.py:130(VariableTrackerCache)
        1    0.000    0.000    0.000    0.000 misc.py:1566(RandomClassVariable)
        1    0.000    0.000    0.000    0.000 bessel.py:882(jn)
        1    0.000    0.000    0.000    0.000 _print_helpers.py:8(Printable)
        1    0.000    0.000    0.000    0.000 polynomials.py:728(chebyshevu_root)
        1    0.000    0.000    0.000    0.000 complexes.py:696(arg)
        1    0.000    0.000    0.000    0.000 complexes.py:878(transpose)
        1    0.000    0.000    0.000    0.000 numbers.py:1469(andre)
        4    0.000    0.000    0.000    0.000 _pytree.py:996(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:224(__exit__)
        2    0.000    0.000    0.000    0.000 trace_rules.py:3335(<genexpr>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:238(<lambda>)
        1    0.000    0.000    0.000    0.000 functions.py:322(Where)
        1    0.000    0.000    0.000    0.000 source.py:526(ODictGetItemSource)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:138(MutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 numbers.py:1584(partition)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 printer.py:352(_PrintFunction)
        1    0.000    0.000    0.000    0.000 diophantine.py:782(HomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 utils.py:1026(CleanupManager)
        1    0.000    0.000    0.000    0.000 sequences.py:378(EmptySequence)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1118(MeijerShiftA)
        1    0.000    0.000    0.000    0.000 expand.py:413(LazyMappingProxy)
        1    0.000    0.000    0.000    0.000 types.py:92(BytecodeHook)
        1    0.000    0.000    0.000    0.000 singleton.py:89(__init__)
        1    0.000    0.000    0.000    0.000 discovery.py:135(PackageFinder)
        1    0.000    0.000    0.000    0.000 cudagraph_utils.py:44(WrappedFunction)
        1    0.000    0.000    0.000    0.000 lists.py:455(DequeVariable)
        1    0.000    0.000    0.000    0.000 codecache.py:2923(TritonCodeCache)
        1    0.000    0.000    0.000    0.000 bessel.py:1822(airybiprime)
        1    0.000    0.000    0.000    0.000 utilities.py:166(AlgIntPowers)
        1    0.000    0.000    0.000    0.000 registration.py:20(ONNXFunction)
        1    0.000    0.000    0.000    0.000 solvers.py:23(RawMatrix)
        1    0.000    0.000    0.000    0.000 hyper.py:1087(HyperRep_cosasin)
        1    0.000    0.000    0.000    0.000 hyper.py:918(HyperRep_log1)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(SineTransform)
        1    0.000    0.000    0.000    0.000 numbers.py:3987(Catalan)
        1    0.000    0.000    0.000    0.000 formal.py:1549(FormalPowerSeriesProduct)
        1    0.000    0.000    0.000    0.000 python.py:10(PythonPrinter)
        1    0.000    0.000    0.000    0.000 numbers.py:1774(legendre_symbol)
        1    0.000    0.000    0.000    0.000 numbers.py:2921(Half)
        1    0.000    0.000    0.000    0.000 enumerative.py:92(PartComponent)
       12    0.000    0.000    0.000    0.000 contextlib.py:379(__enter__)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:187(GradInplaceRequiresGradCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 numbers.py:1635(divisor_sigma)
        5    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 cnf.py:77(OR)
        1    0.000    0.000    0.000    0.000 user_defined.py:1342(RemovableHandleVariable)
        1    0.000    0.000    0.000    0.000 numbers.py:1822(jacobi_symbol)
        1    0.000    0.000    0.000    0.000 expand.py:57(StaticModule)
        1    0.000    0.000    0.000    0.000 dense_ndim_array.py:160(MutableDenseNDimArray)
        1    0.000    0.000    0.000    0.000 functions.py:1030(DynamoTritonHOPifier)
        1    0.000    0.000    0.000    0.000 line.py:2160(Ray2D)
        1    0.000    0.000    0.000    0.000 misc.py:1326(NullVariable)
        1    0.000    0.000    0.000    0.000 hyper.py:1002(HyperRep_sqrts1)
        1    0.000    0.000    0.000    0.000 mock.py:1557(_get_target)
        1    0.000    0.000    0.000    0.000 _rules.py:128(_FxGraphToOnnx)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:233(<lambda>)
        1    0.000    0.000    0.000    0.000 utilities.py:8(__init__)
        1    0.000    0.000    0.000    0.000 fully_shard.py:381(UnshardHandle)
        1    0.000    0.000    0.000    0.000 eval_frame.py:530(OptimizeContext)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:940(Exporter)
        1    0.000    0.000    0.000    0.000 source.py:370(ScriptObjectQualifiedNameSource)
        4    0.000    0.000    0.000    0.000 _pytree.py:695(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:74(utcoffset)
        1    0.000    0.000    0.000    0.000 modules.py:1339(QuotientModule)
        1    0.000    0.000    0.000    0.000 numbers.py:3928(EulerGamma)
        1    0.000    0.000    0.000    0.000 replicate.py:152(DDP)
        1    0.000    0.000    0.000    0.000 formal.py:964(Coeff)
        1    0.000    0.000    0.000    0.000 guards.py:2100(ExprCounter)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1255(multigamma)
        1    0.000    0.000    0.000    0.000 device_interface.py:162(Worker)
        1    0.000    0.000    0.000    0.000 pycode.py:694(<dictcomp>)
        1    0.000    0.000    0.000    0.000 exc.py:23(OperatorIssue)
        1    0.000    0.000    0.000    0.000 pycode.py:88(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:2954(GmWrapper)
        1    0.000    0.000    0.000    0.000 agents_alogirthmic.py:24(__init__)
        1    0.000    0.000    0.000    0.000 depends.py:15(Require)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:234(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:2064(primeomega)
        1    0.000    0.000    0.000    0.000 compiler.py:329(CompiledKernel)
        1    0.000    0.000    0.000    0.000 equality.py:113(StrictGreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 _state_dict_utils.py:494(_TensorInfo)
        1    0.000    0.000    0.000    0.000 error_functions.py:1650(Li)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1131(MapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 transforms.py:1284(CosineTransform)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dynamo.eval_frame.set_guard_error_hook}
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:455(ONNXRuntimeOptions)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:503(_calc_mode)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1849(_interpolate)
        1    0.000    0.000    0.000    0.000 functional.py:226(_Broadcast)
        1    0.000    0.000    0.000    0.000 driver.py:421(HIPDriver)
        1    0.000    0.000    0.000    0.000 _apply_pyprojecttoml.py:413(_MissingDynamic)
        1    0.000    0.000    0.000    0.000 _infra.py:50(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 guards.py:2109(Replacer)
        1    0.000    0.000    0.000    0.000 boolalg.py:369(BooleanFalse)
        1    0.000    0.000    0.000    0.000 single.py:1203(Separable)
        1    0.000    0.000    0.000    0.000 util.py:6(assoc)
        1    0.000    0.000    0.000    0.000 relational.py:820(_Inequality)
        1    0.000    0.000    0.000    0.000 hyper.py:1109(HyperRep_sinasin)
        1    0.000    0.000    0.000    0.000 numbers.py:2167(reduced_totient)
        1    0.000    0.000    0.000    0.000 discovery.py:73(_Filter)
        1    0.000    0.000    0.000    0.000 rules.py:5(Transform)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:361(DibImageFile)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 source.py:126(RandomValueSource)
        1    0.000    0.000    0.000    0.000 facts.py:257(Prover)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1301(FunctionalCallVariable)
        1    0.000    0.000    0.000    0.000 setupcfg.py:756(_AmbiguousMarker)
        1    0.000    0.000    0.000    0.000 error_functions.py:2691(_erfs)
        1    0.000    0.000    0.000    0.000 torch_function.py:126(TorchFunctionModeVariable)
        1    0.000    0.000    0.000    0.000 hyper.py:937(HyperRep_atanh)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:674(Formula)
        1    0.000    0.000    0.000    0.000 __init__.py:2569(<listcomp>)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:91(ReduceScatterState)
        1    0.000    0.000    0.000    0.000 base.py:66(MutableLocal)
        1    0.000    0.000    0.000    0.000 __init__.py:24(is_available)
        1    0.000    0.000    0.000    0.000 codegen.py:37(GraphOutputEntry)
        1    0.000    0.000    0.000    0.000 api.py:1206(ProcessGroupState)
        1    0.000    0.000    0.000    0.000 polynomials.py:1320(assoc_laguerre)
        2    0.000    0.000    0.000    0.000 decorator.py:114(__init__)
        1    0.000    0.000    0.000    0.000 traversal.py:64(preorder_traversal)
        1    0.000    0.000    0.000    0.000 error_functions.py:2740(_eis)
        1    0.000    0.000    0.000    0.000 symbol.py:25(Str)
        2    0.000    0.000    0.000    0.000 eval_frame.py:264(nothing)
        1    0.000    0.000    0.000    0.000 arrayop.py:458(Flatten)
        1    0.000    0.000    0.000    0.000 exc.py:41(RestartAnalysis)
        1    0.000    0.000    0.000    0.000 more.py:2733(seekable)
        1    0.000    0.000    0.000    0.000 utils.py:987(FakeIndentedBuffer)
        1    0.000    0.000    0.000    0.000 agents_alogirthmic.py:37(__init__)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1630(CheckpointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 rootoftools.py:37(_pure_key_dict)
        1    0.000    0.000    0.000    0.000 device_interface.py:233(Worker)
        1    0.000    0.000    0.000    0.000 cse_main.py:218(FuncArgTracker)
        1    0.000    0.000    0.000    0.000 complexes.py:1001(polar_lift)
        2    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:423(const_pointer_type)
        1    0.000    0.000    0.000    0.000 equality.py:257(LessThanPredicate)
        1    0.000    0.000    0.000    0.000 hyper.py:959(HyperRep_asin1)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:310(elliptic_pi)
        1    0.000    0.000    0.000    0.000 source.py:648(NumpyTensorSource)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:103(elliptic_f)
        1    0.000    0.000    0.000    0.000 equality.py:209(StrictLessThanPredicate)
        1    0.000    0.000    0.000    0.000 distributed.py:104(PlacementClassVariable)
        1    0.000    0.000    0.000    0.000 line.py:1109(Line)
        1    0.000    0.000    0.000    0.000 lazy.py:135(LazySymNodeFormatString)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:864(Rem)
        1    0.000    0.000    0.000    0.000 complexes.py:1086(periodic_argument)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1454(HintsWrapperHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 filelist.py:273(_UniqueDirs)
        1    0.000    0.000    0.000    0.000 autotuner.py:212(Config)
        1    0.000    0.000    0.000    0.000 equality.py:69(UnequalityPredicate)
        1    0.000    0.000    0.000    0.000 line.py:2429(LinearEntity3D)
        3    0.000    0.000    0.000    0.000 orderings.py:156(__init__)
        2    0.000    0.000    0.000    0.000 gridspec.py:69(<lambda>)
        1    0.000    0.000    0.000    0.000 map.py:35(MapWrapper)
        1    0.000    0.000    0.000    0.000 zipfile.py:1826(__del__)
        1    0.000    0.000    0.000    0.000 base.py:29(MutableLocalBase)
        2    0.000    0.000    0.000    0.000 rootoftools.py:82(__init__)
        3    0.000    0.000    0.000    0.000 facts.py:290(split_alpha_beta)
        1    0.000    0.000    0.000    0.000 checkpoint.py:225(CheckpointFunction)
        1    0.000    0.000    0.000    0.000 more.py:2880(run_length)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:78(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 calculus.py:5(MatrixCalculusMethods)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:237(<lambda>)
        1    0.000    0.000    0.000    0.000 line.py:1872(LinearEntity2D)
        1    0.000    0.000    0.000    0.000 _rules.py:276(_FxNodeInsertTypePromotion)
        1    0.000    0.000    0.000    0.000 core.py:491(function_type)
